employee_id,department,gap_count,top_recommendation,training_duration,training_type,all_recommendations
278,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
279,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
280,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
281,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
282,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
283,HR,396,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
284,Support,401,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
285,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
286,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
287,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
288,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
289,Marketing,177,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
290,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
291,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
292,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
293,HR,397,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
294,HR,397,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
295,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
296,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
297,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
298,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
299,HR,396,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
300,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
301,Marketing,174,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
302,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
303,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
304,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
